timestamp,equipment_id,temperature_c,vibration_mm_s,pressure_bar,rpm,current_amp,coolant_flow_lpm,operating_load_pct,anomaly_label,failure_code
2026-05-02T01:15,EQ-001,65.79,2.73,138.17,1453.8,38.56,74.37,69.3,0,
2026-05-02T01:30,EQ-001,68.44,2.911,140.42,1457.9,39.22,71.82,75.9,0,
2026-05-02T01:45,EQ-001,65.51,3.206,142.22,1533.9,38.41,78.97,81.29,0,
2026-05-02T02:00,EQ-001,65.88,3.31,145.7,1456.3,42.85,79.95,67.66,0,
2026-05-02T02:15,EQ-001,67.96,3.715,144.11,1436.1,43.05,77.59,89.02,0,
2026-05-02T02:30,EQ-001,69.23,3.035,149.58,1478.2,43.5,81.4,60.53,0,
2026-05-02T02:45,EQ-001,66.12,3.522,145.1,1524.5,42.96,81.76,78.15,0,
2026-05-02T03:00,EQ-001,66.27,3.234,139.73,1454.0,41.78,77.61,62.06,0,
2026-05-02T03:15,EQ-001,70.78,3.06,148.06,1476.8,41.61,79.29,74.63,0,
2026-05-02T03:30,EQ-001,66.0,2.977,140.82,1438.1,41.11,68.61,45.12,0,
2026-05-02T03:45,EQ-001,68.35,2.611,141.97,1496.8,40.81,76.59,83.31,0,
2026-05-02T04:00,EQ-001,67.32,2.605,144.8,1467.6,47.91,76.93,67.2,0,
2026-05-02T04:15,EQ-001,69.8,3.145,146.14,1460.6,45.11,74.86,66.08,0,
2026-05-02T04:30,EQ-001,70.99,3.093,145.0,1493.0,43.37,72.55,76.88,0,
2026-05-02T04:45,EQ-001,66.01,2.939,142.08,1507.0,45.19,91.03,74.36,0,
2026-05-02T05:00,EQ-001,66.01,2.861,152.23,1445.8,41.37,75.17,71.26,0,
2026-05-02T05:15,EQ-001,67.49,3.586,150.91,1476.3,42.93,70.31,94.75,0,
2026-05-02T05:30,EQ-001,67.41,2.297,146.87,1487.9,38.61,70.94,70.85,0,
2026-05-02T05:45,EQ-001,66.0,3.093,140.69,1457.6,42.61,75.62,62.26,0,
2026-05-02T06:00,EQ-001,67.36,3.36,144.31,1499.1,42.21,82.45,70.61,0,
2026-05-02T06:15,EQ-001,65.94,3.523,153.02,1458.4,41.94,76.21,88.21,0,
2026-05-02T06:30,EQ-001,69.65,2.966,150.91,1461.0,41.72,83.12,77.73,0,
2026-05-02T06:45,EQ-001,68.85,3.474,145.99,1444.9,40.09,71.98,97.39,0,
2026-05-02T07:00,EQ-001,66.52,3.21,150.75,1489.4,47.31,76.78,65.46,0,
2026-05-02T07:15,EQ-001,69.77,3.727,143.3,1498.8,45.26,74.4,82.26,0,
2026-05-02T07:30,EQ-001,69.08,3.048,141.06,1520.7,41.54,86.67,71.03,0,
2026-05-02T07:45,EQ-001,66.99,3.479,144.07,1460.0,40.56,79.36,65.39,0,
2026-05-02T08:00,EQ-001,67.51,2.41,142.49,1476.0,40.97,73.03,63.34,0,
2026-05-02T08:15,EQ-001,67.24,3.72,138.71,1473.9,43.95,79.67,60.51,0,
2026-05-02T08:30,EQ-001,66.87,3.205,144.55,1431.5,40.57,68.25,70.78,0,
2026-05-02T08:45,EQ-001,71.23,2.924,148.62,1534.4,40.75,84.5,88.78,0,
2026-05-02T09:00,EQ-001,67.83,2.813,142.5,1471.2,37.37,80.65,76.71,0,
2026-05-02T09:15,EQ-001,68.72,3.053,158.49,1443.2,40.13,81.53,67.82,0,
2026-05-02T09:30,EQ-001,68.17,3.84,140.87,1508.7,42.15,89.15,102.66,0,
2026-05-02T09:45,EQ-001,68.36,4.227,139.94,1473.0,45.62,74.33,95.17,0,
2026-05-02T10:00,EQ-001,67.63,3.358,146.74,1463.4,42.39,81.19,63.66,0,
2026-05-02T10:15,EQ-001,70.32,2.761,145.13,1466.2,44.64,69.62,91.55,0,
2026-05-02T10:30,EQ-001,66.13,3.645,148.47,1484.9,43.01,76.32,79.28,0,
2026-05-02T10:45,EQ-001,68.59,3.456,145.26,1424.9,40.97,85.59,80.79,0,
2026-05-02T11:00,EQ-001,69.75,3.156,143.49,1494.0,43.16,73.1,90.88,0,
2026-05-02T11:15,EQ-001,71.52,2.866,144.16,1490.3,43.45,75.9,80.6,0,
2026-05-02T11:30,EQ-001,66.38,3.335,146.93,1479.6,39.27,72.55,65.13,0,
2026-05-02T11:45,EQ-001,65.85,3.279,143.38,1466.6,42.05,86.38,80.28,0,
2026-05-02T12:00,EQ-001,67.62,2.684,147.31,1505.2,43.21,83.83,75.75,0,
2026-05-02T12:15,EQ-001,65.5,3.184,147.36,1496.0,41.01,77.68,78.2,0,
2026-05-02T12:30,EQ-001,71.3,3.552,147.91,1488.8,39.95,72.5,76.76,0,
2026-05-02T12:45,EQ-001,70.3,3.338,147.52,1446.7,39.08,83.6,70.81,0,
2026-05-02T13:00,EQ-001,64.94,3.509,146.16,1545.5,44.5,79.73,71.55,0,
2026-05-02T13:15,EQ-001,68.38,3.164,138.53,1500.6,42.55,64.23,70.04,0,
2026-05-02T13:30,EQ-001,65.43,3.543,144.8,1513.0,38.82,72.62,63.74,0,
2026-05-02T13:45,EQ-001,67.6,2.829,142.63,1463.1,43.08,83.59,85.87,0,
2026-05-02T14:00,EQ-001,65.68,3.205,145.37,1498.5,42.24,75.1,51.37,0,
2026-05-02T14:15,EQ-001,62.65,3.07,145.06,1500.5,41.24,89.62,57.55,0,
2026-05-02T14:30,EQ-001,66.81,3.333,140.63,1484.6,37.87,81.38,71.01,0,
2026-05-02T14:45,EQ-001,68.55,3.254,139.27,1460.1,45.13,80.47,72.87,0,
2026-05-02T15:00,EQ-001,68.35,3.343,153.8,1504.6,42.82,75.75,64.24,0,
2026-05-02T15:15,EQ-001,69.62,2.895,139.51,1460.9,41.27,81.83,95.19,0,
2026-05-02T15:30,EQ-001,71.6,3.254,148.74,1530.2,43.82,86.01,83.87,0,
2026-05-02T15:45,EQ-001,64.72,2.937,132.95,1481.6,44.78,75.32,52.36,0,
2026-05-02T16:00,EQ-001,66.24,3.028,146.28,1453.5,44.35,68.41,74.54,0,
2026-05-02T16:15,EQ-001,67.2,3.721,148.43,1433.7,37.16,72.99,76.19,0,
2026-05-02T16:30,EQ-001,67.04,3.211,148.03,1449.7,38.4,79.26,65.47,0,
2026-05-02T16:45,EQ-001,67.39,2.975,144.22,1513.0,38.75,71.87,67.31,0,
2026-05-02T17:00,EQ-001,72.27,3.128,139.32,1435.6,42.52,71.75,80.34,0,
2026-05-02T17:15,EQ-001,75.65,3.279,147.18,1477.4,44.28,77.98,100.28,0,
2026-05-02T17:30,EQ-001,71.19,3.419,154.59,1443.7,40.89,73.48,72.82,0,
2026-05-02T17:45,EQ-001,67.74,3.411,139.74,1477.9,46.59,86.19,82.94,0,
2026-05-02T18:00,EQ-001,66.88,3.489,142.78,1455.5,43.32,78.5,47.58,0,
2026-05-02T18:15,EQ-001,68.21,4.016,140.89,1469.0,43.03,81.66,79.18,0,
2026-05-02T18:30,EQ-001,69.55,2.69,145.03,1473.2,40.58,83.67,54.08,0,
2026-05-02T18:45,EQ-001,63.88,2.884,148.94,1514.4,43.55,84.98,41.49,0,
2026-05-02T19:00,EQ-001,66.06,2.716,143.31,1485.4,42.19,84.88,43.08,0,
2026-05-02T19:15,EQ-001,64.02,2.682,137.63,1502.3,42.36,85.78,46.28,0,
2026-05-02T19:30,EQ-001,69.39,2.861,149.46,1464.6,39.6,72.25,87.41,0,
2026-05-02T19:45,EQ-001,71.04,3.218,150.51,1482.0,41.15,91.61,73.58,0,
2026-05-02T20:00,EQ-001,70.35,2.909,137.76,1488.9,41.49,80.34,95.67,0,
2026-05-02T20:15,EQ-001,69.34,3.6,146.41,1463.9,40.46,80.92,76.2,0,
2026-05-02T20:30,EQ-001,68.54,3.45,144.8,1462.7,38.45,72.38,58.07,0,
2026-05-02T20:45,EQ-001,66.37,3.045,140.86,1499.4,42.26,78.24,50.86,0,
2026-05-02T21:00,EQ-001,70.96,2.639,148.18,1439.8,40.41,83.06,79.26,0,
2026-05-02T21:15,EQ-001,70.25,3.264,151.36,1445.8,41.39,78.24,80.99,0,
2026-05-02T21:30,EQ-001,72.48,3.563,141.57,1529.9,42.94,72.97,98.46,0,
2026-05-02T21:45,EQ-001,67.16,2.896,143.95,1458.2,43.05,79.38,102.49,0,
2026-05-02T22:00,EQ-001,72.47,2.628,151.15,1461.7,44.92,87.53,73.48,0,
2026-05-02T22:15,EQ-001,69.96,2.793,146.48,1478.8,38.47,81.68,101.92,0,
2026-05-02T22:30,EQ-001,70.36,3.538,143.73,1480.8,41.51,75.71,60.01,0,
2026-05-02T22:45,EQ-001,68.41,3.219,149.46,1471.5,40.74,71.35,104,0,
2026-05-02T23:00,EQ-001,70.88,3.364,138.21,1491.2,42.57,76.31,87.5,0,
2026-05-02T23:15,EQ-001,66.44,2.895,145.36,1481.4,41.32,82.41,54.1,0,
2026-05-02T23:30,EQ-001,69.15,3.346,149.54,1458.6,41.31,82.61,71.14,0,
2026-05-02T23:45,EQ-001,70.75,3.461,143.0,1499.5,41.49,82.78,74.0,0,
2026-05-03T00:00,EQ-001,72.44,4.001,138.02,1467.8,41.47,76.0,96.1,0,
2026-05-03T00:15,EQ-001,67.54,3.587,149.43,1489.2,39.98,80.74,76.84,0,
2026-05-03T00:30,EQ-001,69.52,3.211,151.3,1467.8,41.27,81.34,80.77,0,
2026-05-03T00:45,EQ-001,70.51,3.101,139.08,1452.5,41.13,81.96,78.9,0,
2026-05-03T01:00,EQ-001,64.65,3.387,144.61,1456.9,46.38,79.32,82.3,0,
2026-05-03T01:15,EQ-001,74.77,2.997,143.21,1513.1,39.38,78.37,82.76,0,
2026-05-03T01:30,EQ-001,70.28,3.342,140.89,1501.6,43.69,72.74,72.6,0,
2026-05-03T01:45,EQ-001,66.08,2.798,149.79,1472.8,41.44,72.81,63.06,0,
2026-05-03T02:00,EQ-001,71.01,3.462,137.72,1458.0,43.27,75.51,66.87,0,
2026-05-03T02:15,EQ-001,65.45,2.734,145.43,1471.6,44.28,77.67,64.81,0,
2026-05-03T02:30,EQ-001,68.59,3.671,141.69,1442.2,41.04,71.25,59.45,0,
2026-05-03T02:45,EQ-001,66.52,3.085,151.63,1499.3,40.97,74.08,93.34,0,
2026-05-03T03:00,EQ-001,67.26,3.724,144.3,1450.0,43.97,83.18,69.64,0,
2026-05-03T03:15,EQ-001,69.54,3.218,139.57,1478.2,39.71,74.83,69.05,0,
2026-05-03T03:30,EQ-001,67.79,3.265,139.06,1459.6,41.99,80.32,59.79,0,
2026-05-03T03:45,EQ-001,63.0,3.65,152.98,1515.2,43.09,81.36,72.94,0,
2026-05-03T04:00,EQ-001,67.75,2.804,145.55,1448.3,43.17,76.23,63.5,0,
2026-05-03T04:15,EQ-001,69.22,3.039,148.79,1454.0,41.47,75.31,81.97,0,
2026-05-03T04:30,EQ-001,68.6,3.295,147.36,1427.9,40.15,78.58,81.67,0,
2026-05-03T04:45,EQ-001,70.37,3.659,144.0,1482.2,41.0,75.82,85.16,0,
2026-05-03T05:00,EQ-001,65.89,3.133,142.07,1480.6,38.36,80.14,61.2,0,
2026-05-03T05:15,EQ-001,69.21,3.038,142.71,1501.8,41.69,87.93,74.31,0,
2026-05-03T05:30,EQ-001,65.97,2.805,141.46,1462.5,41.04,81.91,53.72,0,
2026-05-03T05:45,EQ-001,68.21,2.696,143.18,1509.3,42.92,79.36,57.13,0,
2026-05-03T06:00,EQ-001,69.98,3.42,151.32,1456.9,41.86,81.19,80.19,0,
2026-05-03T06:15,EQ-001,70.06,3.657,142.75,1450.0,44.54,78.0,81.75,0,
2026-05-03T06:30,EQ-001,67.51,3.049,149.53,1499.8,42.62,80.7,64.87,0,
2026-05-03T06:45,EQ-001,70.39,2.373,139.74,1479.1,41.17,73.25,72.42,0,
2026-05-03T07:00,EQ-001,66.39,3.276,145.56,1481.3,40.34,77.03,80.06,0,
2026-05-03T07:15,EQ-001,70.53,3.537,144.64,1442.2,41.07,77.25,87.95,0,
2026-05-03T07:30,EQ-001,71.97,3.349,141.15,1482.9,41.48,76.78,88.92,0,
2026-05-03T07:45,EQ-001,67.78,3.19,148.62,1447.6,39.75,96.23,55.96,0,
2026-05-03T08:00,EQ-001,67.75,3.353,140.58,1518.4,41.87,78.75,60.56,0,
2026-05-03T08:15,EQ-001,68.07,3.029,143.45,1449.5,42.55,80.37,95.64,0,
2026-05-03T08:30,EQ-001,69.7,3.503,146.52,1474.6,44.44,74.52,74.38,0,
2026-05-03T08:45,EQ-001,69.01,3.468,153.22,1429.7,41.62,75.98,90.15,0,
2026-05-03T09:00,EQ-001,68.84,4.155,138.12,1487.8,41.23,80.53,94.2,0,
2026-05-03T09:15,EQ-001,66.37,2.562,145.49,1446.7,39.38,78.43,64.65,0,
2026-05-03T09:30,EQ-001,70.24,2.726,146.89,1487.2,41.4,73.98,70.42,0,
2026-05-03T09:45,EQ-001,69.95,3.069,148.81,1473.9,45.45,78.13,70.97,0,
2026-05-03T10:00,EQ-001,64.11,2.7,146.72,1475.0,42.56,74.58,69.72,0,
2026-05-03T10:15,EQ-001,66.41,3.303,144.02,1521.4,40.62,83.59,70.04,0,
2026-05-03T10:30,EQ-001,65.83,2.905,150.67,1489.7,42.27,79.17,58.29,0,
2026-05-03T10:45,EQ-001,70.1,3.686,144.85,1480.3,43.3,77.12,57.9,0,
2026-05-03T11:00,EQ-001,66.66,3.079,142.86,1496.2,41.34,75.86,69.4,0,
2026-05-03T11:15,EQ-001,63.9,3.746,147.29,1499.2,40.94,85.29,63.85,0,
2026-05-03T11:30,EQ-001,71.49,3.195,144.8,1468.3,42.15,79.12,73.89,0,
2026-05-03T11:45,EQ-001,73.09,3.231,150.49,1419.7,41.06,79.25,91.41,0,
2026-05-03T12:00,EQ-001,69.9,3.18,142.92,1462.2,45.8,83.61,83.53,0,
2026-05-03T12:15,EQ-001,69.38,3.013,147.5,1479.5,41.74,77.88,89.0,0,
2026-05-03T12:30,EQ-001,65.34,3.115,138.77,1493.3,43.68,74.15,63.77,0,
2026-05-03T12:45,EQ-001,67.0,3.283,145.09,1450.4,38.16,86.56,48.24,0,
2026-05-03T13:00,EQ-001,68.94,3.175,146.86,1451.6,41.11,71.22,69.19,0,
2026-05-03T13:15,EQ-001,65.24,2.568,142.92,1464.2,39.63,77.34,57.87,0,
2026-05-03T13:30,EQ-001,66.06,3.904,148.23,1504.9,41.34,82.47,71.85,0,
2026-05-03T13:45,EQ-001,66.45,2.961,158.12,1470.9,42.97,76.93,81.95,0,
2026-05-03T14:00,EQ-001,66.58,2.848,150.1,1484.4,37.04,78.12,82.81,0,
2026-05-03T14:15,EQ-001,69.45,3.312,146.54,1481.9,42.58,72.24,69.63,0,
2026-05-03T14:30,EQ-001,65.19,2.731,148.55,1503.9,43.23,74.99,61.41,0,
2026-05-03T14:45,EQ-001,66.43,3.59,147.37,1518.6,40.06,76.87,65.02,0,
2026-05-03T15:00,EQ-001,63.43,3.146,143.49,1468.6,38.93,78.98,55.61,0,
2026-05-03T15:15,EQ-001,69.81,3.393,139.1,1488.8,40.8,85.66,68.31,0,
2026-05-03T15:30,EQ-001,66.81,3.058,138.25,1508.3,46.24,69.35,71.62,0,
2026-05-03T15:45,EQ-001,67.48,2.992,150.48,1507.7,41.51,88.36,68.73,0,
2026-05-03T16:00,EQ-001,67.48,3.298,141.64,1512.3,43.23,76.23,72.43,0,
2026-05-03T16:15,EQ-001,65.72,3.292,139.18,1480.1,40.97,80.84,69.59,0,
2026-05-03T16:30,EQ-001,70.89,3.157,141.81,1473.3,41.97,80.44,85.55,0,
2026-05-03T16:45,EQ-001,65.18,3.261,151.11,1521.6,43.59,73.05,64.61,0,
2026-05-03T17:00,EQ-001,67.52,2.93,146.92,1449.4,43.6,77.73,90.31,0,
2026-05-03T17:15,EQ-001,66.52,3.496,147.31,1471.9,43.89,64.7,77.19,0,
2026-05-03T17:30,EQ-001,68.13,2.922,145.8,1491.1,40.53,77.4,76.71,0,
2026-05-03T17:45,EQ-001,68.86,3.629,142.91,1509.2,39.39,79.5,71.46,0,
2026-05-03T18:00,EQ-001,66.38,3.453,154.1,1481.1,40.5,83.13,49.65,0,
2026-05-03T18:15,EQ-001,68.27,3.521,149.92,1441.5,42.1,77.92,72.54,0,
2026-05-03T18:30,EQ-001,63.15,3.177,142.91,1463.9,41.73,76.24,58.1,0,
2026-05-03T18:45,EQ-001,71.64,3.189,153.46,1507.6,43.94,74.36,72.23,0,
2026-05-03T19:00,EQ-001,65.58,3.346,144.7,1489.8,42.61,78.84,68.19,0,
2026-05-03T19:15,EQ-001,65.39,3.045,148.22,1476.4,41.88,82.34,67.36,0,
2026-05-03T19:30,EQ-001,65.12,3.172,141.08,1478.8,42.78,80.55,78.34,0,
2026-05-03T19:45,EQ-001,68.58,3.097,147.58,1501.4,39.94,81.43,93.63,0,
2026-05-03T20:00,EQ-001,68.35,3.102,148.3,1489.5,42.8,74.34,80.65,0,
2026-05-03T20:15,EQ-001,65.99,3.105,147.06,1463.0,43.27,80.05,49.61,0,
2026-05-03T20:30,EQ-001,69.4,3.08,141.87,1485.6,41.97,73.47,62.38,0,
2026-05-03T20:45,EQ-001,68.62,2.935,137.11,1489.5,42.2,78.6,80.06,0,
2026-05-03T21:00,EQ-001,63.7,3.644,151.14,1458.2,44.03,73.94,89.9,0,
2026-05-03T21:15,EQ-001,66.68,3.84,146.63,1481.1,43.77,74.89,58.45,0,
2026-05-03T21:30,EQ-001,73.17,3.35,141.45,1503.8,42.59,81.22,91.47,0,
2026-05-03T21:45,EQ-001,70.19,2.884,151.71,1486.2,42.65,81.08,86.78,0,
2026-05-03T22:00,EQ-001,70.04,3.269,144.2,1467.8,40.98,76.56,76.05,0,
2026-05-03T22:15,EQ-001,68.25,3.161,144.55,1491.9,43.3,87.87,84.86,0,
